Name,Description,Recommended Setting,Complexity,SMB Justification (if not using recommended)
CISv4 - WIN - L1 - ASR: Block Win32 API calls from Office  macros,This rule prevents VBA macros from calling Win32 APIs. Office VBA enables Win32 API calls. The recommended state for this setting is: Block.,Block,Complex,"ASR rules can break line-of-business apps (e.g., blocking macros in ERP tools). SMBs should test in Audit mode before enabling Block, or exclude specific trusted apps."
CISv4 - WIN - L1 - ASR: Block abuse of exploited vulnerable  signed drivers,This rule prevents an application from writing a vulnerable signed driver to disk. The recommended state for this setting is: Block.,Block,Complex,"ASR rules can break line-of-business apps (e.g., blocking macros in ERP tools). SMBs should test in Audit mode before enabling Block, or exclude specific trusted apps."
CISv4 - WIN - L1 - ASR: Block all Office applications from creating  child processes,"This rule blocks Office apps from creating child processes. Office apps include Word, Excel, PowerPoint, OneNote, and Access. Creating malicious child processes is a common malware strategy. Malware that abuses Office as a vector often runs VBA macros and exploit code to download and attempt to run more payloads. However, some legitimate line-of-business applications might also generate child processes for benign purposes; such as spawning a command prompt or using PowerShell to configure registry settings. The recommended state for this setting is: Audit. Configuring this setting to Block also conforms to the benchmark.",Audit,Complex,"ASR rules can break line-of-business apps (e.g., blocking macros in ERP tools). SMBs should test in Audit mode before enabling Block, or exclude specific trusted apps."
CISv4 - WIN - L1 - ASR: Block credential stealing from the  Windows local security authority subsystem,"This rule helps prevent credential stealing by locking down Local Security Authority Subsystem Service (LSASS). LSASS authenticates users who sign in on a Windows computer. Microsoft Defender Credential Guard in Windows normally prevents attempts to extract credentials from LSASS. Some organizations can't enable Credential Guard on all of their computers because of compatibility issues with custom smartcard drivers or other programs that load into the Local Security Authority (LSA). In these cases, attackers can use tools like Mimikatz to scrape cleartext passwords and NTLM hashes from LSASS. Note: Enabling this rule doesn't provide additional protection if you have LSA protection enabled since the ASR rule and LSA protection work similarly. However, when LSA protection cannot be enabled, this rule can be configured to provide equivalent protection against malware that target lsass.exe. The recommended state for this setting is: Block.",Block,Complex,"ASR rules can break line-of-business apps (e.g., blocking macros in ERP tools). SMBs should test in Audit mode before enabling Block, or exclude specific trusted apps."
CISv4 - WIN - L1 - ASR: Block executable content from email  client and webmail,"This rule blocks email opened within the Microsoft Outlook application, or Outlook.com and other popular webmail providers from propagating the following file types: • Executable files (such as .exe, .dll, or .scr) • Script files (such as a PowerShell .ps1, Visual Basic .vbs, or JavaScript .js file) The recommended state for this setting is: Block.",Block,Complex,"ASR rules can break line-of-business apps (e.g., blocking macros in ERP tools). SMBs should test in Audit mode before enabling Block, or exclude specific trusted apps."
"CISv4 - WIN - L1 - ASR: Block executable files from running  unless they meet a prevalence, age, or trusted list criterion'","This rule blocks executable files, such as .exe, .dll, or .scr, from launching. Thus, launching untrusted or unknown executable files can be risky, as it might not be initially clear if the files are malicious. The recommended state for this setting is: Audit. Configuring this setting to Block also conforms to the benchmark",Audit,Complex,"ASR rules can break line-of-business apps (e.g., blocking macros in ERP tools). SMBs should test in Audit mode before enabling Block, or exclude specific trusted apps."
CISv4 - WIN - L1 - ASR: Block execution of potentially obfuscated  scripts,"This rule blocks Office apps from creating child processes. Office apps include Word, Excel, PowerPoint, OneNote, and Access. Creating malicious child processes is a common malware strategy. Malware that abuses Office as a vector often runs VBA macros and exploit code to download and attempt to run more payloads. However, some legitimate line-of-business applications might also generate child processes for benign purposes; such as spawning a command prompt or using PowerShell to configure registry settings. The recommended state for this setting is: Audit. Configuring this setting to Block also conforms to the benchmark.",Audit,Complex,"ASR rules can break line-of-business apps (e.g., blocking macros in ERP tools). SMBs should test in Audit mode before enabling Block, or exclude specific trusted apps."
CISv4 - WIN - L1 - ASR: Block persistence through WMI event  subscription,"This rule prevents malware from abusing WMI to attain persistence on a device. Note: If CcmExec.exe (SCCM Agent) is detected on the device, the ASR rule is classified as ""not applicable"" in Defender for Endpoint settings in the Microsoft Defender portal. The recommended state for this setting is: Block.",Block,Complex,"ASR rules can break line-of-business apps (e.g., blocking macros in ERP tools). SMBs should test in Audit mode before enabling Block, or exclude specific trusted apps."
CISv4 - WIN - L1 - ASR: Block process creations originating from  PSExec and WMI commands,This rule blocks processes created through PsExec and WMI from running. Both PsExec and WMI can remotely execute code. The recommended state for this setting is: Audit. Configuring this setting to Block also conforms to the benchmark.,Audit,Complex,"ASR rules can break line-of-business apps (e.g., blocking macros in ERP tools). SMBs should test in Audit mode before enabling Block, or exclude specific trusted apps."
CISv4 - WIN - L1 - ASR: Block untrusted and unsigned processes  that run from USB,"With this rule, admins can prevent unsigned or untrusted executable files from running from USB removable drives, including SD cards. Blocked file types include executable files (such as .exe, .dll, or .scr) The recommended state for this setting is: Block.",Block,Complex,"ASR rules can break line-of-business apps (e.g., blocking macros in ERP tools). SMBs should test in Audit mode before enabling Block, or exclude specific trusted apps."
CISv4 - WIN - L1 - ASR: Use advanced protection against  ransomware,This rule provides an extra layer of protection against ransomware. It uses both client and cloud heuristics to determine whether a file resembles ransomware. This rule doesn't block files that have one or more of the following characteristics: The file has already been found to be unharmful in the Microsoft cloud. The file is a valid signed file. The file is prevalent enough to not be considered as ransomware. The rule tends to err on the side of caution to prevent ransomware.The recommended state for this setting is: Audit. Configuring this setting to Block also conforms to the benchmark.,Audit,Complex,"ASR rules can break line-of-business apps (e.g., blocking macros in ERP tools). SMBs should test in Audit mode before enabling Block, or exclude specific trusted apps."
CISv4 - WIN - L1 - Account Logon Audit Credential Validation,"This subcategory reports the results of validation tests on credentials submitted for a user account logon request. These events occur on the computer that is authoritative for the credentials. For domain accounts, the Domain Controller is authoritative, whereas for local accounts, the local computer is authoritative. In domain environments, most of the Account Logon events occur in the Security log of the Domain Controllers that are authoritative for the domain accounts. However, these events can occur on other computers in the organization when local accounts are used to log on. Events for this subcategory include: • 4774: An account was mapped for logon. • 4775: An account could not be mapped for logon. • 4776: The Domain Controller attempted to validate the credentials for an account. • 4777: The Domain Controller failed to validate the credentials for an account. The recommended state for this setting is: Success and Failure.",Success and Failure,Moderate,"Full audit logging (Success and Failure) can generate high event volume on busy systems, impacting SIEM ingestion costs. For SMBs without a SIEM, Failure-only auditing is a pragmatic compromise."
CISv4 - WIN - L1 - Account Logon Logoff Audit Account Lockout,This subcategory reports when a user's account is locked out as a result of too many failed logon attempts. Events for this subcategory include: • 4625: An account failed to log on. The recommended state for this setting is to include: Failure.,to include: Failure,Moderate,Audit policies are low-risk to enable and strongly recommended for incident response. Only skip if event log storage or SIEM capacity is a documented constraint.
CISv4 - WIN - L1 - Account Logon Logoff Audit Group Membership,"This policy allows you to audit the group membership information in the user’s logon token. Events in this subcategory are generated on the computer on which a logon session is created. For an interactive logon, the security audit event is generated on the computer that the user logged on to. For a network logon, such as accessing a shared folder on the network, the security audit event is generated on the computer hosting the resource. The recommended state for this setting is to include: Success.",to include: Success,Moderate,"Full audit logging (Success and Failure) can generate high event volume on busy systems, impacting SIEM ingestion costs. For SMBs without a SIEM, Failure-only auditing is a pragmatic compromise."
CISv4 - WIN - L1 - Account Logon Logoff Audit Logoff,"This subcategory reports when a user logs off from the system. These events occur on the accessed computer. For interactive logons, the generation of these events occurs on the computer that is logged on to. If a network logon takes place to access a share, these events generate on the computer that hosts the accessed resource. If you configure this setting to No auditing, it is difficult or impossible to determine which user has accessed or attempted to access organization computers. Events for this subcategory include: • 4634: An account was logged off. • 4647: User initiated logoff. The recommended state for this setting is to include: Success.",to include: Success,Moderate,"Full audit logging (Success and Failure) can generate high event volume on busy systems, impacting SIEM ingestion costs. For SMBs without a SIEM, Failure-only auditing is a pragmatic compromise."
CISv4 - WIN - L1 - Account Logon Logoff Audit Logon,"This subcategory reports when a user attempts to log on to the system. These events occur on the accessed computer. For interactive logons, the generation of these events occurs on the computer that is logged on to. If a network logon takes place to access a share, these events generate on the computer that hosts the accessed resource. If you configure this setting to No auditing, it is difficult or impossible to determine which user has accessed or attempted to access organization computers. Events for this subcategory include: • 4624: An account was successfully logged on. • 4625: An account failed to log on. • 4648: A logon was attempted using explicit credentials. • 4675: SIDs were filtered. The recommended state for this setting is: Success and Failure.",Success and Failure,Moderate,"Full audit logging (Success and Failure) can generate high event volume on busy systems, impacting SIEM ingestion costs. For SMBs without a SIEM, Failure-only auditing is a pragmatic compromise."
CISv4 - WIN - L1 - Control Event Log behavior when the log  file reaches its maximum size Security,This policy setting controls Event Log behavior when the log file reaches its maximum size. The recommended state for this setting is: Disabled.,Disabled,Moderate,Audit policies are low-risk to enable and strongly recommended for incident response. Only skip if event log storage or SIEM capacity is a documented constraint.
CISv4 - WIN - L1 - Control Event Log behavior when the log  file reaches its maximum size Setup,This policy setting controls Event Log behavior when the log file reaches its maximum size. The recommended state for this setting is: Disabled,Disabled,Moderate,Audit policies are low-risk to enable and strongly recommended for incident response. Only skip if event log storage or SIEM capacity is a documented constraint.
CISv4 - WIN - L1 - Control Event Log behavior when the log  file reaches its maximum size System,This policy setting controls Event Log behavior when the log file reaches its maximum size. The recommended state for this setting is: Disabled.,Disabled,Moderate,Audit policies are low-risk to enable and strongly recommended for incident response. Only skip if event log storage or SIEM capacity is a documented constraint.
CISv4 - WIN - L1 - Control Event Log behavior when the log  file reaches its maximum size,This policy setting controls Event Log behavior when the log file reaches its maximum size. The recommended state for this setting is: Disabled.,Disabled,Moderate,Audit policies are low-risk to enable and strongly recommended for incident response. Only skip if event log storage or SIEM capacity is a documented constraint.
CISv4 - WIN - L1 - Device Password Enabled: Alphanumeric  Device Password Required,This policy setting determines the type of PIN or password this is required on a system. The recommended state for this setting is: Password or Alphanumeric PIN required.,Password or Alphanumeric PIN required,Moderate,Device password enforcement is foundational. Only deviate for kiosk or single-purpose devices where a PIN/biometric alternative is in use and documented.
CISv4 - WIN - L1 - Device Password Enabled: Device Password  Expiration,"This policy setting defines how long a user can use their password before it expires. The recommended state for this setting is 365 or fewer days, but not 0.","365 or fewer days, but not 0",Moderate,Password expiration policies can frustrate SMB users and lead to predictable password patterns. Many security frameworks now recommend long passphrases without mandatory expiration unless compromised.
CISv4 - WIN - L1 - Device Password Enabled: Device Password  History,"This policy setting determines the number of renewed, unique passwords that have to be associated with a user account before you can reuse an old password. In an Intune managed environment this setting applies to local user accounts and not Entra ID accounts. The value includes the user's current password. This value denotes that with a setting of 1, the user can't reuse their current password when choosing a new password, while a setting of 5 means that a user can't set their new password to their current password or any of their previous four passwords. The recommended state for this setting is: 24 or more password(s).",24 or more password(s),Moderate,Password history is low-friction and strongly recommended. Only skip for kiosk/shared accounts where history tracking is not feasible.
CISv4 - WIN - L1 - Device Password Enabled: Max Device  Password Failed Attempts,"This policy setting determines the number of failed logon attempts before the account is locked. Setting this policy to 0 does not conform to the benchmark as doing so disables the account lockout threshold. The recommended state for this setting is: 5 or fewer invalid logon attempt(s), but not 0","5 or fewer invalid logon attempt(s), but not 0",Moderate,"Aggressive lockout thresholds (e.g., 5 attempts) can trigger denial-of-service by malicious insiders. SMBs without help desk coverage may struggle with lockout resolution; balance threshold with support capacity."
CISv4 - WIN - L1 - Device Password Enabled: Max Inactivity Time  Device Lock,"Windows notices inactivity of a logon session, and if the amount of inactive time exceeds the inactivity limit, then the screen saver will run, locking the session. The recommended state for this setting is: 15 or fewer minutes, but not 0.","15 or fewer minutes, but not 0",Moderate,Short screen lock timeouts frustrate workers in non-sensitive shared spaces. 15-minute timeout may be acceptable for SMBs; CIS recommends shorter but 15 min is a pragmatic balance.
CISv4 - WIN - L1 - Device Password Enabled: Min Device  Password Complex Characters,"This policy setting configures the number of complex element types (uppercase and lowercase letters, numbers, and punctuation) required for PIN or password. The recommended state for this setting is: Digits and lowercase letters are required",Digits and lowercase letters are required,Moderate,Device password enforcement is foundational. Only deviate for kiosk or single-purpose devices where a PIN/biometric alternative is in use and documented.
CISv4 - WIN - L1 - Device Password Enabled: Min Device  Password Length,"This policy setting determines the least number of characters that make up a password for a local user account. There are many different theories about how to determine the best password length for an organization, but perhaps ""passphrase"" is a better term than ""password The recommended state for this setting is: 14 or more character(s).",14 or more character(s),Moderate,Device password enforcement is foundational. Only deviate for kiosk or single-purpose devices where a PIN/biometric alternative is in use and documented.
CISv4 - WIN - L1 - Device Password Enabled,"This policy setting specifics whether device lock is enabled. when enabled, the following policy settings take effect on the system which are included in the Device Lock Section: • AllowSimpleDevicePassword • MinDevicePasswordLength • AlphanumericDevicePasswordRequired • MaxDevicePasswordFailedAttempts • MaxInactivityTimeDeviceLock • MinDevicePasswordComplexCharacters The recommended state for this setting is: Enabled.",Enabled,Moderate,Device password enforcement is foundational. Only deviate for kiosk or single-purpose devices where a PIN/biometric alternative is in use and documented.
CISv4 - WIN - L1 - 'Enable Domain Network Firewall: Default  Inbound Action for Domain Profile,This setting determines the behavior for inbound connections that do not match an inbound firewall rule. The recommended state for this setting is: Block.,Block,Moderate,"Block-all-inbound is correct for most SMBs, but may break peer-to-peer apps, shared printers, or RDP without explicit allow rules in place. Verify rules before enforcing."
CISv4 - WIN - L1 - Enable Domain Network Firewall: Disable  Inbound Notifications,Select this option to have Windows Firewall with Advanced Security display notifications to the user when a program is blocked from receiving inbound connections. The recommended state for this setting is: True.,True,Moderate,"Block-all-inbound is correct for most SMBs, but may break peer-to-peer apps, shared printers, or RDP without explicit allow rules in place. Verify rules before enforcing."
CISv4 - WIN - L1 - Enable Domain Network Firewall: Enable Log  Dropped Packets,Use this option to log when Windows Firewall with Advanced Security discards an inbound packet for any reason. The log records why and when the packet was dropped. Look for entries with the word DROP in the action column of the log. The recommended state for this setting is: Enable Logging Of Dropped Packets.,Enable Logging Of Dropped Packets,Moderate,Firewall logging generates significant disk I/O on low-spec SMB endpoints. May be acceptable to disable verbose logging on non-critical workstations if storage is constrained.
CISv4 - WIN - L1 - Enable Domain Network Firewall: Enable Log  Success Connections,Use this option to log when Windows Firewall with Advanced Security allows an inbound connection. The log records why and when the connection was formed. Look for entries with the word ALLOW in the action column of the log. The recommended state for this setting is: Enable Logging Of Successful Connections.,Enable Logging Of Successful Connections,Moderate,Firewall logging generates significant disk I/O on low-spec SMB endpoints. May be acceptable to disable verbose logging on non-critical workstations if storage is constrained.
CISv4 - WIN - L1 - Enable Domain Network Firewall: Log File Path'  is set to '%SystemRoot%\System32\logfiles\firewall\domainfw.log,Use this option to specify the path and name of the file in which Windows Firewall will write its log information. The recommended state for this setting is: %SystemRoot%\System32\logfiles\firewall\domainfw.log.,%SystemRoot%\System32\logfiles\firewall\domainfw,Moderate,Firewall logging generates significant disk I/O on low-spec SMB endpoints. May be acceptable to disable verbose logging on non-critical workstations if storage is constrained.
CISv4 - WIN - L1 - Enable Domain Network Firewall: Log Max File  Size,"Use this option to specify the size limit of the file in which Windows Firewall will write its log information. The recommended state for this setting is: 16,384 KB or greater.","16,384 KB or greater",Moderate,Firewall logging generates significant disk I/O on low-spec SMB endpoints. May be acceptable to disable verbose logging on non-critical workstations if storage is constrained.
CISv4 - WIN - L1 - Enable Domain Network Firewall,"Select True (recommended) to have Windows Firewall with Advanced Security use the settings for this profile to filter network traffic. If you select False, Windows Firewall with Advanced Security will not use any of the firewall rules or connection security rules for this profile. The recommended state for this setting is: True.",True,Moderate,"Enabling all three firewall profiles is strongly recommended. Only deviate if a third-party firewall (e.g., Sophos, SentinelOne) is centrally managed and verified active."
CISv4 - WIN - L1 - Enable Private Network Firewall: Default  Inbound Action for Private Profile,This setting determines the behavior for inbound connections that do not match an inbound firewall rule. The recommended state for this setting is: Block.,Block,Moderate,"Block-all-inbound is correct for most SMBs, but may break peer-to-peer apps, shared printers, or RDP without explicit allow rules in place. Verify rules before enforcing."
CISv4 - WIN - L1 - Enable Private Network Firewall: Disable  Inbound Notifications,Select this option to have Windows Firewall with Advanced Security display notifications to the user when a program is blocked from receiving inbound connections. The recommended state for this setting is: True,True,Moderate,"Block-all-inbound is correct for most SMBs, but may break peer-to-peer apps, shared printers, or RDP without explicit allow rules in place. Verify rules before enforcing."
CISv4 - WIN - L1 - Enable Private Network Firewall: Enable Log  Dropped Packets,Use this option to log when Windows Firewall with Advanced Security discards an inbound packet for any reason. The log records why and when the packet was dropped. Look for entries with the word DROP in the action column of the log. The recommended state for this setting is: Enable Logging Of Dropped Packets.,Enable Logging Of Dropped Packets,Moderate,Firewall logging generates significant disk I/O on low-spec SMB endpoints. May be acceptable to disable verbose logging on non-critical workstations if storage is constrained.
CISv4 - WIN - L1 - Enable Private Network Firewall: Enable Log  Success Connections,Use this option to log when Windows Firewall with Advanced Security allows an inbound connection. The log records why and when the connection was formed. Look for entries with the word ALLOW in the action column of the log. The recommended state for this setting is: Enable Logging Of Successful Connections,Enable Logging Of Successful Connections,Moderate,Firewall logging generates significant disk I/O on low-spec SMB endpoints. May be acceptable to disable verbose logging on non-critical workstations if storage is constrained.
CISv4 - WIN - L1 - Enable Private Network Firewall: Log File  Path' is set to  '%SystemRoot%\System32\logfiles\firewall\privatefw.log,Use this option to specify the path and name of the file in which Windows Firewall will write its log information. The recommended state for this setting is: %SystemRoot%\System32\logfiles\firewall\privatefw.log.,%SystemRoot%\System32\logfiles\firewall\privatefw,Moderate,Firewall logging generates significant disk I/O on low-spec SMB endpoints. May be acceptable to disable verbose logging on non-critical workstations if storage is constrained.
CISv4 - WIN - L1 - Enable Private Network Firewall: Log Max File  Size,"Use this option to specify the size limit of the file in which Windows Firewall will write its log information. The recommended state for this setting is: 16,384 KB or greater.","16,384 KB or greater",Moderate,Firewall logging generates significant disk I/O on low-spec SMB endpoints. May be acceptable to disable verbose logging on non-critical workstations if storage is constrained.
CISv4 - WIN - L1 - Enable Private Network Firewall,"Select True (recommended) to have Windows Firewall with Advanced Security use the settings for this profile to filter network traffic. If you select False, Windows Firewall with Advanced Security will not use any of the firewall rules or connection security rules for this profile. The recommended state for this setting is: True (recommended).",True (recommended),Moderate,"Enabling all three firewall profiles is strongly recommended. Only deviate if a third-party firewall (e.g., Sophos, SentinelOne) is centrally managed and verified active."
CISv4 - WIN - L1 - Enable Public Network Firewall: Allow Local  Ipsec Policy Merge,This setting controls whether local administrators are allowed to create connection security rules that apply together with connection security rules configured by Group Policy. The recommended state for this setting is: False.,False,Moderate,"Enabling all three firewall profiles is strongly recommended. Only deviate if a third-party firewall (e.g., Sophos, SentinelOne) is centrally managed and verified active."
CISv4 - WIN - L1 - Enable Public Network Firewall: Allow Local  Policy Merge,This setting controls whether local administrators are allowed to create local firewall rules that apply together with firewall rules configured by Group Policy. The recommended state for this setting is: False.,False,Moderate,"Enabling all three firewall profiles is strongly recommended. Only deviate if a third-party firewall (e.g., Sophos, SentinelOne) is centrally managed and verified active."
CISv4 - WIN - L1 - Enable Public Network Firewall: Default  Inbound Action for Public Profile,This setting determines the behavior for inbound connections that do not match an inbound firewall rule. The recommended state for this setting is: Block.,Block,Moderate,"Block-all-inbound is correct for most SMBs, but may break peer-to-peer apps, shared printers, or RDP without explicit allow rules in place. Verify rules before enforcing."
CISv4 - WIN - L1 - Enable Public Network Firewall: Disable  Inbound Notifications,Select this option to have Windows Firewall with Advanced Security display notifications to the user when a program is blocked from receiving inbound connections. The recommended state for this setting is: True.,True,Moderate,"Block-all-inbound is correct for most SMBs, but may break peer-to-peer apps, shared printers, or RDP without explicit allow rules in place. Verify rules before enforcing."
CISv4 - WIN - L1 - Enable Public Network Firewall: Enable Log  Dropped Packets,Use this option to log when Windows Firewall with Advanced Security discards an inbound packet for any reason. The log records why and when the packet was dropped. Look for entries with the word DROP in the action column of the log. The recommended state for this setting is: Enable Logging Of Dropped Packets.,Enable Logging Of Dropped Packets,Moderate,Firewall logging generates significant disk I/O on low-spec SMB endpoints. May be acceptable to disable verbose logging on non-critical workstations if storage is constrained.
CISv4 - WIN - L1 - Enable Public Network Firewall: Enable Log  Success Connections,Use this option to log when Windows Firewall with Advanced Security allows an inbound connection. The log records why and when the connection was formed. Look for entries with the word ALLOW in the action column of the log. The recommended state for this setting is: Enable Logging Of Successful Connections,Enable Logging Of Successful Connections,Moderate,Firewall logging generates significant disk I/O on low-spec SMB endpoints. May be acceptable to disable verbose logging on non-critical workstations if storage is constrained.
CISv4 - WIN - L1 - Enable Public Network Firewall: Log File Path'  is set to '%SystemRoot%\System32\logfiles\firewall\publicfw.log,Use this option to specify the path and name of the file in which Windows Firewall will write its log information. The recommended state for this setting is: %SystemRoot%\System32\logfiles\firewall\publicfw.log.,%SystemRoot%\System32\logfiles\firewall\publicfw,Moderate,Firewall logging generates significant disk I/O on low-spec SMB endpoints. May be acceptable to disable verbose logging on non-critical workstations if storage is constrained.
CISv4 - WIN - L1 - Enable Public Network Firewall: Log Max File  Size,"Use this option to specify the size limit of the file in which Windows Firewall will write its log information. The recommended state for this setting is: 16,384 KB or greater.","16,384 KB or greater",Moderate,Firewall logging generates significant disk I/O on low-spec SMB endpoints. May be acceptable to disable verbose logging on non-critical workstations if storage is constrained.
CISv4 - WIN - L1 - Enable Public Network Firewall,"Select True (recommended) to have Windows Firewall with Advanced Security use the settings for this profile to filter network traffic. If you select False, Windows Firewall with Advanced Security will not use any of the firewall rules or connection security rules for this profile. The recommended state for this setting is: True (recommended).",True (recommended),Moderate,"Enabling all three firewall profiles is strongly recommended. Only deviate if a third-party firewall (e.g., Sophos, SentinelOne) is centrally managed and verified active."
CISv4 - WIN - L1 - Network Security: Allow PKU2U authentication  requests,"This setting determines if online identities are able to authenticate to this computer.The Public Key Cryptography Based User-to-User (PKU2U) protocol introduced in Windows 7 and Windows Server 2008 R2 is implemented as a security support provider (SSP). The SSP enables peer-to-peer authentication, particularly through the Windows 7 media and file sharing feature called HomeGroup, which permits sharing between computers that are not members of a domain. The recommended state for this setting is: Block.",Block,Complex,PKU2U is rarely needed in SMB environments. Disabling is low-risk and recommended. Only deviate if peer-to-peer HomeGroup-style sharing is in use (uncommon in managed environments).
CISv4 - WIN - L1 - Network Security Minimum Session Security  For NTLMSSP Based Clients,This policy setting determines which behaviors are allowed by clients for applications using the NTLM Security Support Provider (SSP). The SSP Interface (SSPI) is used by applications that need authentication services. The setting does not modify how the authentication sequence works but instead require certain behaviors in applications that use the SSPI. The recommended state for this setting is: Require NTLM and 128-bit encryption.,Require NTLM and 128-bit encryption,Complex,"Enforcing NTLMv2-only or disabling LM/NTLM can break older network devices, NAS appliances, or legacy line-of-business apps that don't support modern auth. Audit NTLM usage first via Event Log 4776."
CISv4 - WIN - L1 - 'Network Security Minimum Session Security  For NTLMSSP Based Servers,This policy setting determines which behaviors are allowed by servers for applications using the NTLM Security Support Provider (SSP). The SSP Interface (SSPI) is used by applications that need authentication services. The setting does not modify how the authentication sequence works but instead require certain behaviors in applications that use the SSPI. The recommended state for this setting is: Require NTLM and 128-bit encryption.,Require NTLM and 128-bit encryption,Complex,"Enforcing NTLMv2-only or disabling LM/NTLM can break older network devices, NAS appliances, or legacy line-of-business apps that don't support modern auth. Audit NTLM usage first via Event Log 4776."
CISv4 - WIN - L1 - Network access: Do not allow anonymous  enumeration of SAM accounts and shares,"This policy setting controls the ability of anonymous users to enumerate SAM accounts as well as shares. If you enable this policy setting, anonymous users will not be able to enumerate domain account user names and network share names on the systems in your environment. The recommended state for this setting is: Enabled.",Enabled,Complex,Anonymous enumeration blocks are important but can break some legacy scan-to-folder or print workflows on older MFPs. Verify printer/scanner compatibility before enforcing.
CISv4 - WIN - L1 - Network access: Do not allow anonymous  enumeration of SAM accounts,"This policy setting controls the ability of anonymous users to enumerate the accounts in the Security Accounts Manager (SAM). If you enable this policy setting, users with anonymous connections will not be able to enumerate domain account user names on the systems in your environment. This policy setting also allows additional restrictions on anonymous connections. The recommended state for this setting is: Enabled.",Enabled,Complex,Anonymous enumeration blocks are important but can break some legacy scan-to-folder or print workflows on older MFPs. Verify printer/scanner compatibility before enforcing.
CISv4 - WIN - L1 - Network access: Restrict anonymous access  to Named Pipes and Shares,"When enabled, this policy setting restricts anonymous access to only those shares and pipes that are named in the Network access: Named pipes that can be accessed anonymously and Network access: Shares that can be accessed anonymously settings. This policy setting controls null session access to shares on your computers by adding RestrictNullSessAccess with the value 1 in the HKLM\SYSTEM\CurrentControlSet\Services\LanManServer\Parameters registry key. This registry value toggles null session shares on or off to control whether the server service restricts unauthenticated clients' access to named resources. The recommended state for this setting is: Enabled.",Enabled,Moderate,Anonymous enumeration blocks are important but can break some legacy scan-to-folder or print workflows on older MFPs. Verify printer/scanner compatibility before enforcing.
CISv4 - WIN - L1 - Network access: Restrict clients allowed to  make remote calls to SAM,This policy setting allows you to restrict remote RPC connections to SAM. The recommended state for this setting is: Administrators: Remote Access: Allow,Administrators: Remote Access: Allow,Moderate,Restricting SAM remote calls is strongly recommended. Only skip if an RMM or monitoring tool explicitly requires legacy SAM access — contact the vendor for a modern alternative.
CISv4 - WIN - L1 - Network security: Allow Local System to use  computer identity for NTLM,This policy setting determines whether Local System services that use Negotiate when reverting to NTLM authentication can use the computer identity. This policy is supported on at least Windows 7 or Windows Server 2008 R2. The recommended state for this setting is: Allow.,Allow,Complex,"Enforcing NTLMv2-only or disabling LM/NTLM can break older network devices, NAS appliances, or legacy line-of-business apps that don't support modern auth. Audit NTLM usage first via Event Log 4776."
CISv4 - WIN - L1 - Network security: Do not store LAN Manager  hash value on next password change,"This policy setting determines whether the LAN Manager (LM) hash value for the new password is stored when the password is changed. The LM hash is relatively weak and prone to attack compared to the cryptographically stronger Microsoft Windows NT hash. Since LM hashes are stored on the local computer in the security database, passwords can then be easily compromised if the database is attacked.Note: Older operating systems and some third-party applications may fail when this policy setting is enabled. Also, note that the password will need to be changed on all accounts after you enable this setting to gain the proper benefit. The recommended state for this setting is: Enabled.",Enabled,Complex,"Enforcing NTLMv2-only or disabling LM/NTLM can break older network devices, NAS appliances, or legacy line-of-business apps that don't support modern auth. Audit NTLM usage first via Event Log 4776."
CISv4 - WIN - L1 - Network security: LAN Manager authentication  level,"LAN Manager (LM) was a family of early Microsoft client/server software (predating Windows NT) that allowed users to link personal computers together on a single network. LM network capabilities included transparent file and print sharing, user security features, and network administration tools. In Active Directory domains, the Kerberos protocol is the default authentication protocol. However, if the Kerberos protocol is not negotiated for some reason, Active Directory will use LM, NTLM, or NTLMv2. LAN Manager authentication includes the LM, NTLM, and NTLM version 2 (NTLMv2) variants, and is the protocol that is used to authenticate all Windows clients. The recommended state for this setting is: Send LM and NTLMv2 responses only. Refuse LM and NTLM.",Send LM and NTLMv2 responses only,Complex,"Enforcing NTLMv2-only or disabling LM/NTLM can break older network devices, NAS appliances, or legacy line-of-business apps that don't support modern auth. Audit NTLM usage first via Event Log 4776."
CISv4 - WIN - L1 - Network security: Restrict NTLM: Audit  Incoming NTLM Traffic,This policy setting allows the auditing of incoming NTLM traffic. Events for this setting are recorded in the operational event log (e.g. Applications and Services Log\Microsoft\Windows\NTLM). The recommended state for this setting is: Enable auditing for all accounts.,Enable auditing for all accounts,Complex,Audit policies are low-risk to enable and strongly recommended for incident response. Only skip if event log storage or SIEM capacity is a documented constraint.
CISv4 - WIN - L1 - Specify the maximum log file size (KB) Application,"This policy setting specifies the maximum size of the log file in kilobytes. The maximum log file size can be configured between 1 megabyte (1,024 kilobytes) and 4 terabytes (4,194,240 kilobytes) in kilobyte increments. The recommended state for this setting is: Enabled: 32,768 or greater.","Enabled: 32,768 or greater",Moderate,Default log sizes may be sufficient for small SMBs not running a SIEM. Increasing log sizes consumes disk space on constrained endpoints; balance with retention needs.
CISv4 - WIN - L1 - Specify the maximum log file size (KB) Security,"This policy setting specifies the maximum size of the log file in kilobytes. The maximum log file size can be configured between 1 megabyte (1,024 kilobytes) and 4 terabytes (4,194,240 kilobytes) in kilobyte increments. The recommended state for this setting is: Enabled: 196,608 or greater","Enabled: 196,608 or greater",Moderate,Default log sizes may be sufficient for small SMBs not running a SIEM. Increasing log sizes consumes disk space on constrained endpoints; balance with retention needs.
